Customer Account ID,Site ID,Modem Serial Number,Model,Connection Speed (Mbps),Uptime (days),Signal Strength (dBm),Packet Loss (%),Error Rate (%),SNR (Signal-to-Noise Ratio),RSSI (Received Signal Strength Indicator),Modulation Type,Error Type,Error Count,Temperature (°C),Power Level (dBm),Last Checkup Date,Failure Date,Next Predicted Failure (days)
ACC-55094,SITE-2326,5e580afc,Netgear CM500,161.81,151,-41.2,6.48,1.11,11.55,-45.41,QAM64,Packet Drops,307,44.7,-2.56,2021-01-10,2021-11-05,299
ACC-54233,SITE-4061,5f835b6c,Technicolor CGM4231,374.13,169,-58.8,5.32,4.55,11.45,-88.96,QAM16,CRC Errors,488,53.1,-6.52,2020-06-28,2020-11-27,152
ACC-30318,SITE-1645,ed1bfaaf,Netgear CM500,605.17,291,-97.1,9.18,4.72,48.79,-46.55,QAM256,CRC Errors,104,84.6,3.86,2021-06-17,2021-07-19,32
ACC-55638,SITE-7642,e5c48385,Netgear CM500,1069.6,226,-32.3,5.34,3.82,44.59,-53.45,QAM256,CRC Errors,136,73.2,-4.29,2020-07-14,2021-07-02,353
ACC-80919,SITE-6272,c911e836,Motorola MB7621,114.96,286,-46.5,8.69,0.57,27.87,-97.11,QPSK,Packet Drops,468,74.4,-2.22,2022-12-28,2023-10-03,279
ACC-97256,SITE-4576,08094e17,Arris TG2492,305.72,129,-49.9,0.11,2.14,37.15,-68.54,QAM64,Signal Fading,497,83.7,-8.02,2022-10-07,2022-12-18,72
ACC-96312,SITE-4297,f7f72d2f,Netgear CM500,1113.62,22,-34.3,7.85,2.14,27.64,-104.99,QAM16,Signal Fading,368,84.3,6.86,2022-01-17,2022-05-20,123
ACC-13681,SITE-8051,537fb40a,TP-Link Archer C7,488.55,234,-40.8,6.41,3.88,19.18,-99.25,QAM64,Sync Loss,460,41.9,1.7,2023-05-26,2024-03-19,298
ACC-19304,SITE-8180,343e3580,Netgear CM500,1236.52,214,-98.8,6.35,1.32,39.9,-49.81,QAM256,Signal Fading,35,68.1,8.58,2022-05-15,2023-04-22,342
ACC-93747,SITE-4220,45561b81,Technicolor CGM4231,584.33,170,-89.2,7.22,2.89,26.0,-119.62,QAM256,Overheating,233,36.7,7.32,2023-02-17,2023-10-15,240
ACC-17052,SITE-5589,54dc9dee,Arris TG2492,217.59,260,-55.3,1.55,0.86,43.11,-91.11,QAM16,Sync Loss,80,60.8,-3.59,2022-05-30,2023-03-28,302
ACC-31273,SITE-1547,482609e7,Arris TG2492,767.58,236,-39.8,6.4,4.09,40.55,-46.52,QAM64,Signal Fading,117,51.5,-0.46,2022-09-15,2023-07-08,296
ACC-63501,SITE-3922,49df4299,Arris TG2492,1486.56,79,-37.2,2.54,2.87,34.35,-117.38,QAM16,Overheating,245,59.7,-7.34,2022-05-19,2022-07-09,51
ACC-39225,SITE-3352,aff63f47,Technicolor CGM4231,328.11,178,-60.0,4.39,4.0,17.01,-81.41,QAM64,CRC Errors,170,45.8,-5.71,2022-04-02,2022-12-02,244
ACC-69103,SITE-8503,4c9972af,TP-Link Archer C7,321.55,182,-41.8,4.33,3.68,33.87,-109.93,QAM64,CRC Errors,101,56.8,7.31,2021-04-11,2021-07-31,111
ACC-43387,SITE-1707,eb4cfe70,Arris TG2492,138.89,213,-92.4,1.19,2.29,31.3,-99.7,QAM256,CRC Errors,389,67.3,9.61,2020-01-03,2020-07-17,196
ACC-42193,SITE-7203,6788f1fd,Motorola MB7621,615.14,69,-50.0,6.94,4.29,35.84,-117.06,QPSK,Overheating,12,57.0,-7.24,2022-04-10,2022-06-26,77
ACC-38857,SITE-1939,72992a43,Arris TG2492,1447.41,241,-49.5,5.38,2.28,17.17,-43.13,QAM16,CRC Errors,106,66.5,1.53,2021-08-15,2022-02-04,173
ACC-62771,SITE-8404,44fcdf0e,Technicolor CGM4231,232.71,265,-30.6,0.56,1.0,13.45,-98.59,QAM16,Signal Fading,396,78.6,-1.88,2020-01-28,2020-11-04,281
ACC-98053,SITE-7415,09ff7786,Motorola MB7621,508.61,51,-88.9,5.09,1.08,40.57,-86.6,QAM256,Overheating,145,49.0,0.82,2021-12-09,2022-10-03,298
ACC-97197,SITE-3970,cf7afa7c,Netgear CM500,760.86,266,-63.8,1.02,4.59,11.31,-65.98,QAM16,Sync Loss,244,40.5,-8.06,2022-09-01,2023-01-24,145
ACC-15384,SITE-9013,3aa166c7,Netgear CM500,270.12,125,-45.7,9.62,0.55,28.22,-115.78,QAM256,Signal Fading,7,81.9,6.68,2020-05-20,2020-06-19,30
ACC-75601,SITE-2161,7daeab1e,Arris TG2492,1303.35,301,-35.7,2.98,3.32,39.51,-114.79,QAM16,Overheating,62,36.8,-3.95,2023-12-29,2024-11-17,324
ACC-18938,SITE-6671,47425699,Netgear CM500,728.72,64,-34.2,0.33,2.6,36.11,-50.65,QPSK,Packet Drops,152,47.7,-8.78,2023-07-22,2023-10-01,71
ACC-54015,SITE-9943,b4acc460,Technicolor CGM4231,237.98,74,-95.2,0.45,1.69,24.37,-41.49,QAM256,Overheating,487,38.3,-7.87,2023-09-03,2023-10-02,29
ACC-34711,SITE-3535,4997fef1,Technicolor CGM4231,1482.29,253,-55.8,6.35,1.36,38.51,-46.06,QAM64,Packet Drops,370,57.8,9.85,2020-06-26,2021-04-28,306
ACC-69485,SITE-9330,f45530c4,TP-Link Archer C7,375.58,176,-83.3,0.98,3.42,18.21,-41.07,QPSK,Signal Fading,301,39.8,8.14,2023-09-24,2024-07-09,289
ACC-31758,SITE-7294,dfa96e99,Motorola MB7621,341.85,319,-85.3,2.46,1.52,30.02,-59.46,QAM16,Sync Loss,319,45.7,-6.42,2023-04-22,2023-11-08,200
ACC-53521,SITE-6384,797cce21,Netgear CM500,1184.51,12,-59.4,3.89,2.33,24.18,-103.2,QAM64,Sync Loss,490,81.1,3.85,2022-03-15,2022-07-08,115
ACC-54156,SITE-3564,50a60da5,TP-Link Archer C7,475.94,226,-58.7,5.43,4.57,30.38,-97.28,QAM16,Sync Loss,181,31.8,-4.02,2022-11-06,2023-10-07,335
ACC-63358,SITE-4490,e79807df,Netgear CM500,269.45,81,-56.1,2.12,4.47,43.23,-105.47,QAM256,Packet Drops,261,32.9,9.06,2023-02-14,2023-02-21,7
ACC-65249,SITE-3006,af49b088,Motorola MB7621,629.79,265,-83.1,5.55,4.18,27.13,-80.13,QAM256,Overheating,38,51.7,-8.38,2021-10-26,2022-07-26,273
ACC-92728,SITE-5520,aeac4a41,Arris TG2492,875.9,70,-84.7,2.17,0.12,33.54,-77.74,QAM16,Signal Fading,275,58.1,-0.91,2022-07-05,2022-07-11,6
ACC-64150,SITE-9781,8c01fa1e,Motorola MB7621,1138.09,212,-65.3,3.02,1.44,29.82,-53.93,QAM64,Overheating,223,60.6,-6.43,2023-05-10,2023-09-16,129
ACC-42615,SITE-8028,c2eee15c,Arris TG2492,1287.13,360,-52.2,8.23,4.52,32.97,-101.7,QPSK,Packet Drops,282,63.6,-9.62,2023-02-24,2023-08-05,162
ACC-10649,SITE-5854,a144b915,Netgear CM500,1480.62,152,-89.9,4.6,2.64,48.8,-87.09,QAM256,CRC Errors,442,77.1,3.09,2020-07-12,2020-11-23,134
ACC-89287,SITE-3878,84da06ab,Technicolor CGM4231,1036.79,257,-49.0,4.39,4.79,19.5,-85.71,QAM64,CRC Errors,435,68.0,-1.7,2022-01-30,2022-06-23,144
ACC-11428,SITE-6470,9729208c,TP-Link Archer C7,644.08,351,-85.0,1.55,2.23,15.25,-54.27,QAM256,Overheating,33,84.5,-1.26,2022-10-27,2023-01-15,80
ACC-30052,SITE-3965,02a07d24,TP-Link Archer C7,1399.99,360,-67.3,0.5,0.82,34.17,-69.88,QPSK,Signal Fading,429,53.6,9.06,2020-07-18,2020-07-22,4
ACC-69632,SITE-3776,b064c81d,Netgear CM500,1134.45,118,-91.3,0.75,0.79,20.6,-97.1,QPSK,CRC Errors,239,73.3,5.54,2023-12-30,2024-05-15,137
ACC-70879,SITE-3477,7849a7c5,TP-Link Archer C7,458.62,75,-31.4,2.03,3.24,19.51,-86.41,QAM16,Overheating,337,49.5,8.08,2023-01-22,2023-09-04,225
ACC-74118,SITE-2322,85cfb467,Motorola MB7621,306.12,100,-78.6,4.6,1.84,48.42,-105.42,QAM256,Packet Drops,103,49.3,-6.04,2021-09-27,2021-10-07,10
ACC-95119,SITE-6208,6d298816,Technicolor CGM4231,981.02,214,-35.6,2.38,0.47,35.73,-83.15,QAM256,Overheating,225,55.2,-6.3,2021-12-03,2021-12-24,21
ACC-64521,SITE-7402,e8490891,Netgear CM500,1379.46,355,-43.4,9.72,1.88,26.76,-113.31,QAM16,Sync Loss,474,62.6,-6.7,2020-04-26,2020-09-30,157
ACC-52174,SITE-2009,91c483f3,Motorola MB7621,520.8,163,-76.2,2.29,1.49,37.97,-51.74,QAM16,Sync Loss,163,32.2,5.23,2023-07-01,2023-10-23,114
ACC-83785,SITE-9907,00e548e0,Technicolor CGM4231,704.89,26,-75.2,8.0,1.0,14.6,-119.77,QAM16,Sync Loss,410,33.3,-0.26,2020-11-10,2020-12-16,36
ACC-37290,SITE-6828,ce6dd69e,Arris TG2492,953.33,76,-33.3,7.04,3.27,31.23,-78.09,QAM64,Packet Drops,140,74.7,-8.71,2021-08-06,2021-08-16,10
ACC-76879,SITE-8304,9d8776ce,Motorola MB7621,1417.91,102,-79.4,6.21,1.34,34.37,-116.68,QAM256,CRC Errors,467,44.7,-2.57,2022-01-30,2022-09-06,219
ACC-93406,SITE-3011,5d5db90c,Technicolor CGM4231,778.99,176,-84.3,5.37,2.33,42.85,-61.55,QPSK,Packet Drops,431,38.6,0.39,2022-05-05,2022-07-01,57
ACC-39125,SITE-3068,ee9b6689,TP-Link Archer C7,830.89,102,-66.9,5.61,0.66,28.76,-91.71,QAM16,Packet Drops,133,81.5,6.32,2023-11-28,2024-04-07,131
ACC-64698,SITE-5155,e73736c5,TP-Link Archer C7,918.32,4,-39.1,4.62,4.49,11.24,-81.75,QAM16,Signal Fading,311,33.3,-7.04,2022-08-04,2023-03-26,234
ACC-43405,SITE-8121,abfda45d,Motorola MB7621,374.43,54,-54.8,4.42,1.91,25.86,-111.06,QAM64,CRC Errors,5,43.0,-4.64,2021-12-19,2022-02-01,44
ACC-30524,SITE-4942,a9ad8c3b,Netgear CM500,1220.26,22,-83.6,8.43,1.02,38.44,-70.05,QAM64,Sync Loss,196,33.4,-5.23,2021-10-23,2022-01-15,84
ACC-12574,SITE-9013,b0e90dc6,TP-Link Archer C7,1311.98,138,-89.6,4.67,4.27,49.3,-58.21,QAM16,Packet Drops,268,50.4,7.52,2020-03-23,2021-01-20,303
ACC-15059,SITE-2101,c5710eb0,Arris TG2492,369.11,319,-45.0,2.5,3.81,49.57,-97.91,QAM256,Signal Fading,61,52.8,-0.88,2020-07-15,2020-12-17,155
ACC-42809,SITE-9300,310d6d16,TP-Link Archer C7,1487.9,100,-52.5,3.41,1.14,40.01,-117.93,QPSK,Signal Fading,169,76.9,-1.98,2021-12-22,2022-02-12,52
ACC-58693,SITE-9801,cd0398d2,Technicolor CGM4231,875.01,107,-71.1,3.19,2.94,13.09,-62.44,QAM256,Signal Fading,43,56.3,-5.8,2021-07-04,2021-11-14,133
ACC-52396,SITE-9847,cfebed11,Netgear CM500,775.16,99,-100.0,5.69,1.79,49.68,-77.35,QAM256,Overheating,186,36.9,-3.99,2023-01-23,2023-04-02,69
ACC-98647,SITE-3123,fa8deed4,Netgear CM500,431.22,14,-42.3,6.97,0.07,15.27,-60.4,QAM16,Overheating,231,82.9,-3.64,2021-07-07,2021-11-14,130
ACC-58401,SITE-2846,6b14ee31,Arris TG2492,368.57,142,-76.1,3.64,3.1,31.49,-76.48,QAM16,Sync Loss,415,66.4,7.29,2023-10-23,2024-09-17,330
ACC-73230,SITE-2571,14d1eccc,Netgear CM500,135.24,184,-88.5,3.76,2.64,38.35,-59.89,QAM64,CRC Errors,124,74.8,-6.83,2021-06-19,2022-06-18,364
ACC-73252,SITE-7148,83fb1d5d,Technicolor CGM4231,790.24,53,-36.1,9.61,3.11,33.97,-116.41,QPSK,Signal Fading,206,31.6,-4.34,2020-09-07,2021-04-26,231
ACC-67329,SITE-5522,e93bc122,Motorola MB7621,1368.75,29,-94.3,4.1,1.02,25.12,-118.65,QPSK,Packet Drops,112,64.3,-9.59,2023-04-29,2024-01-02,248
ACC-98764,SITE-5828,6a0d157b,Arris TG2492,1467.55,16,-87.5,2.92,4.14,24.04,-94.38,QAM16,Overheating,316,65.8,4.16,2020-02-26,2020-10-01,218
ACC-66837,SITE-5365,8195afa7,Motorola MB7621,1057.91,88,-95.4,5.22,4.55,48.86,-73.41,QAM16,Packet Drops,315,54.6,4.54,2022-03-09,2022-06-12,95
ACC-96591,SITE-4001,1fe3c323,Motorola MB7621,198.45,11,-59.9,7.21,3.46,25.94,-76.92,QAM64,Packet Drops,191,82.9,-1.12,2022-12-23,2023-11-01,313
ACC-17639,SITE-6222,b74bf782,Motorola MB7621,643.98,342,-94.3,2.69,0.55,10.2,-75.55,QAM16,Signal Fading,499,68.8,5.03,2021-10-16,2021-11-15,30
ACC-42116,SITE-9667,e90c024e,Technicolor CGM4231,1422.52,107,-68.5,2.36,3.78,15.73,-109.45,QAM16,Overheating,218,83.0,-6.94,2021-10-02,2022-01-12,102
ACC-15372,SITE-7610,33c03ca0,Motorola MB7621,193.24,251,-71.5,1.52,3.48,16.47,-76.52,QAM64,Packet Drops,193,59.9,-7.31,2020-09-23,2021-01-21,120
ACC-43502,SITE-7799,203e7b0b,Arris TG2492,160.55,99,-63.0,7.16,0.48,12.47,-43.64,QPSK,Sync Loss,200,82.7,-4.31,2020-12-24,2021-12-19,360
ACC-30071,SITE-1466,156aa3d9,Arris TG2492,350.53,294,-58.7,4.49,4.66,34.73,-71.01,QAM64,Signal Fading,367,38.9,-6.69,2023-11-20,2024-05-11,173
ACC-41810,SITE-1583,5b41a358,Motorola MB7621,1192.11,40,-57.7,4.05,0.39,34.54,-52.21,QAM256,Signal Fading,290,41.2,5.64,2021-12-22,2022-01-17,26
ACC-29674,SITE-6937,6317f69d,TP-Link Archer C7,1293.84,121,-87.2,5.52,1.32,20.85,-61.78,QPSK,Overheating,206,84.0,-8.04,2022-12-14,2023-06-26,194
ACC-17699,SITE-9910,0d40b351,TP-Link Archer C7,112.39,54,-70.7,7.45,1.8,17.41,-73.19,QAM64,Overheating,78,82.6,-7.31,2023-03-17,2023-03-31,14
ACC-48250,SITE-2599,6d60137e,Technicolor CGM4231,1281.39,281,-46.6,0.68,1.76,44.7,-53.66,QAM256,Overheating,197,58.9,-9.45,2021-10-10,2022-01-07,89
ACC-79688,SITE-6777,03d9670b,TP-Link Archer C7,567.62,123,-86.6,7.39,3.53,37.68,-48.85,QAM256,Packet Drops,312,46.8,-3.01,2021-07-13,2022-05-30,321
ACC-18971,SITE-8485,c11690d3,Technicolor CGM4231,707.92,185,-64.5,2.24,0.96,47.26,-119.58,QAM64,Signal Fading,98,59.2,-7.21,2022-08-08,2023-07-26,352
ACC-33838,SITE-8560,2e92de74,Technicolor CGM4231,296.76,251,-79.7,8.21,2.87,32.39,-64.95,QPSK,Signal Fading,295,43.9,-0.14,2022-05-11,2022-12-28,231
ACC-22469,SITE-9341,42ca0834,Arris TG2492,1186.07,189,-50.1,3.0,3.58,29.2,-58.27,QAM16,CRC Errors,279,49.5,-4.69,2022-12-30,2023-09-20,264
ACC-23228,SITE-2239,03786da1,Motorola MB7621,1342.72,51,-71.7,9.68,3.49,31.6,-70.73,QAM64,Sync Loss,231,70.8,-4.89,2020-04-22,2020-07-28,97
ACC-96250,SITE-7507,0cf0cec8,Technicolor CGM4231,711.91,271,-65.3,9.32,2.76,10.16,-66.23,QAM64,Signal Fading,444,55.2,-6.1,2022-06-20,2022-09-13,85
ACC-10853,SITE-6598,59acf8d6,Technicolor CGM4231,1163.32,24,-64.4,0.7,1.71,22.35,-40.5,QAM16,CRC Errors,467,70.0,0.16,2022-09-29,2023-01-05,98
ACC-88605,SITE-3673,31b4f241,Technicolor CGM4231,956.07,157,-56.5,0.22,0.83,44.66,-59.76,QAM64,Overheating,310,43.5,1.76,2023-10-19,2024-06-21,246
ACC-70558,SITE-8551,6788b345,Technicolor CGM4231,170.75,216,-38.0,4.31,3.92,26.58,-86.41,QPSK,Packet Drops,226,39.3,-0.87,2021-07-04,2021-09-21,79
ACC-24319,SITE-7203,13b0c358,Arris TG2492,1004.79,314,-99.7,1.99,1.2,18.63,-40.06,QAM256,Packet Drops,220,55.6,8.91,2022-09-23,2023-01-21,120
ACC-77720,SITE-2816,40b2bbdc,Arris TG2492,1362.16,33,-46.3,7.11,2.0,40.81,-59.28,QPSK,Packet Drops,458,58.2,-5.54,2020-01-27,2020-11-28,306
ACC-26722,SITE-5144,5cb87faf,Arris TG2492,884.96,331,-58.8,3.95,1.65,26.81,-117.47,QAM64,Overheating,391,45.5,1.99,2021-04-29,2021-10-04,158
ACC-87796,SITE-8846,7a08a449,Arris TG2492,961.48,109,-82.2,0.74,1.95,39.79,-84.65,QPSK,Packet Drops,446,74.5,-3.97,2022-01-27,2022-05-26,119
ACC-67701,SITE-6792,fe1c531e,Netgear CM500,1070.53,334,-85.8,9.96,4.31,29.92,-52.89,QAM64,Packet Drops,482,73.9,7.86,2020-10-19,2021-10-14,360
ACC-48718,SITE-7306,a0373bd4,Arris TG2492,435.93,223,-99.1,8.17,3.15,31.26,-76.9,QAM256,Overheating,446,61.8,5.77,2021-08-20,2021-09-17,28
ACC-49631,SITE-9242,8b78719e,Arris TG2492,614.92,74,-90.3,5.84,1.78,31.98,-82.49,QAM64,Overheating,222,69.9,1.18,2022-02-09,2022-10-25,258
ACC-51710,SITE-2652,0c276201,Technicolor CGM4231,760.27,360,-86.7,7.29,2.63,27.69,-46.85,QAM16,Sync Loss,283,75.4,-0.98,2022-02-02,2022-08-28,207
ACC-69816,SITE-7492,e60a4b1a,Netgear CM500,158.61,73,-63.4,1.68,2.82,37.75,-58.04,QAM256,Packet Drops,345,77.8,-0.85,2022-04-23,2022-10-04,164
ACC-11545,SITE-7047,4cfef5be,TP-Link Archer C7,1062.49,143,-43.3,2.99,3.28,12.14,-92.54,QAM16,Packet Drops,154,62.5,5.48,2021-12-25,2022-04-11,107
ACC-49384,SITE-6244,e94270f6,Arris TG2492,1435.55,356,-65.3,9.91,1.18,11.95,-88.06,QAM256,Overheating,320,73.4,-5.67,2022-06-29,2023-03-11,255
ACC-10639,SITE-3103,96f00a63,TP-Link Archer C7,457.89,123,-97.8,7.05,3.03,48.58,-86.3,QAM256,Overheating,269,52.8,-6.12,2020-10-21,2020-12-16,56
ACC-19079,SITE-4899,7fdfcc93,Motorola MB7621,1224.79,56,-72.7,3.7,4.9,49.01,-105.24,QAM64,Overheating,334,35.4,0.33,2020-07-11,2021-04-09,272
ACC-62502,SITE-3319,d2793d95,TP-Link Archer C7,1264.41,194,-86.8,9.25,4.37,46.8,-97.93,QPSK,Overheating,27,44.0,-1.65,2023-10-29,2024-09-24,331
ACC-30555,SITE-2962,fb0ca5cf,TP-Link Archer C7,339.81,325,-85.4,7.98,0.93,22.69,-49.76,QAM256,CRC Errors,372,31.4,6.87,2021-11-25,2022-03-23,118
ACC-27322,SITE-9845,f13b9791,Motorola MB7621,1496.42,122,-69.4,1.39,0.5,18.95,-85.44,QAM256,CRC Errors,351,57.9,9.21,2022-07-16,2023-01-17,185
ACC-24910,SITE-9269,5856ed64,Motorola MB7621,1112.18,75,-70.1,4.43,4.6,22.85,-77.92,QPSK,Sync Loss,1,32.0,8.05,2020-05-29,2020-12-22,207
ACC-59272,SITE-8916,650968da,TP-Link Archer C7,588.71,122,-89.7,0.52,1.94,17.25,-85.49,QPSK,Signal Fading,469,31.5,-0.83,2020-03-23,2020-07-19,118
ACC-15122,SITE-8130,c18babeb,Motorola MB7621,1091.39,22,-93.0,1.54,2.09,33.15,-93.98,QAM256,Overheating,224,73.6,4.58,2022-08-22,2023-01-29,160
ACC-74396,SITE-6732,122dd034,Netgear CM500,630.17,75,-66.3,3.86,0.38,43.55,-93.08,QAM16,CRC Errors,394,68.2,-4.43,2021-12-10,2022-10-25,319
ACC-73838,SITE-3006,a2c0c563,Netgear CM500,747.86,175,-97.0,6.87,1.17,40.83,-76.11,QAM64,Packet Drops,134,41.6,-3.98,2022-01-11,2022-03-04,52
ACC-51732,SITE-1578,256a4773,TP-Link Archer C7,638.01,297,-58.6,7.21,4.82,44.67,-75.59,QPSK,Packet Drops,171,55.7,3.71,2022-06-06,2023-01-02,210
ACC-65462,SITE-5551,2d7b3c35,Technicolor CGM4231,697.93,273,-43.7,3.0,3.37,31.9,-79.67,QAM16,Packet Drops,270,70.1,-6.29,2023-07-29,2023-10-15,78
ACC-52311,SITE-8388,3ea08a98,Netgear CM500,905.95,219,-59.3,5.94,1.53,12.16,-109.47,QAM16,CRC Errors,498,42.3,1.99,2023-02-10,2023-10-23,255
ACC-80568,SITE-6704,8a7e8e39,Netgear CM500,833.3,221,-74.6,2.02,1.03,32.28,-91.73,QAM64,Sync Loss,266,62.0,-7.05,2020-05-26,2021-01-03,222
ACC-92847,SITE-8257,a863609c,Technicolor CGM4231,1445.16,352,-44.4,0.81,4.77,34.42,-75.93,QAM64,Signal Fading,35,55.6,1.62,2022-01-20,2022-05-10,110
ACC-40465,SITE-1072,9dc7b5c3,TP-Link Archer C7,876.69,287,-67.6,6.8,0.13,14.81,-104.54,QAM16,CRC Errors,278,40.0,4.36,2021-07-14,2021-12-22,161
ACC-39105,SITE-4846,ac990383,Arris TG2492,1452.54,357,-54.8,6.2,3.43,37.34,-112.37,QPSK,Sync Loss,443,53.7,-1.04,2020-02-17,2020-09-23,219
ACC-27237,SITE-6642,60c5d764,TP-Link Archer C7,141.28,254,-82.7,6.54,1.97,30.0,-87.34,QAM64,Signal Fading,69,64.3,8.8,2021-04-19,2021-08-25,128
ACC-31102,SITE-9299,0b91bbee,Motorola MB7621,1338.65,128,-31.8,1.53,4.08,33.83,-54.13,QPSK,Overheating,431,53.7,5.22,2022-08-31,2023-03-11,192
ACC-57199,SITE-7353,0c9cd971,Technicolor CGM4231,560.43,263,-86.3,0.39,1.16,25.22,-101.14,QAM64,Sync Loss,58,46.9,9.34,2020-11-11,2021-05-07,177
ACC-66806,SITE-3941,2a0b38c4,Netgear CM500,1202.39,25,-69.9,4.71,1.09,49.92,-63.05,QAM64,Overheating,65,57.0,6.76,2021-08-21,2021-11-08,79
ACC-80370,SITE-2380,f258c7b6,Arris TG2492,404.46,306,-52.0,7.32,4.99,28.73,-114.87,QAM16,Packet Drops,492,58.5,4.08,2022-06-05,2023-05-01,330
ACC-75531,SITE-8158,9af10d5e,Netgear CM500,692.84,30,-30.2,4.56,4.45,14.53,-92.88,QPSK,Overheating,20,64.2,-3.79,2020-02-17,2020-09-12,208
ACC-64876,SITE-4852,758d53a7,Netgear CM500,257.73,308,-52.5,8.43,2.28,16.48,-42.58,QPSK,CRC Errors,199,66.4,-2.01,2020-08-19,2021-03-16,209
ACC-58358,SITE-1264,794f0082,Arris TG2492,1484.54,235,-40.8,4.98,0.02,39.86,-98.66,QAM64,Overheating,285,73.7,-6.91,2021-06-14,2022-02-13,244
ACC-61036,SITE-7186,adca0ded,Netgear CM500,345.79,159,-61.5,7.13,3.2,14.89,-64.55,QAM16,CRC Errors,204,58.7,0.2,2022-05-22,2022-06-17,26
ACC-37413,SITE-8926,3873807c,Technicolor CGM4231,624.61,232,-89.7,7.52,3.59,36.19,-67.99,QAM64,Overheating,471,33.0,2.77,2023-02-28,2023-04-15,46
ACC-97463,SITE-9689,e6ad87a4,TP-Link Archer C7,1141.76,92,-80.7,4.93,4.4,23.97,-48.04,QAM64,Sync Loss,41,70.8,4.82,2022-08-28,2023-04-26,241
ACC-50298,SITE-8369,74dc90eb,Arris TG2492,1107.58,349,-38.5,4.24,4.08,34.98,-48.54,QAM16,Signal Fading,70,47.8,-2.68,2020-05-12,2021-04-02,325
ACC-37864,SITE-3690,31696538,Technicolor CGM4231,1186.19,121,-46.3,7.75,0.22,12.02,-42.54,QAM256,Overheating,210,62.4,-5.13,2021-06-09,2022-03-02,266
ACC-82318,SITE-5040,44ad287d,Netgear CM500,804.47,143,-79.8,8.2,1.92,31.54,-52.74,QAM16,Packet Drops,373,81.6,9.71,2021-12-20,2022-03-10,80
ACC-62339,SITE-3027,f962a8c2,TP-Link Archer C7,699.6,233,-52.6,0.38,0.51,12.29,-91.09,QAM256,Overheating,187,32.7,-6.39,2020-07-24,2021-06-17,328
ACC-99033,SITE-5861,8550e549,Arris TG2492,1185.25,315,-77.4,5.23,3.13,38.46,-99.19,QAM256,Signal Fading,299,34.4,5.78,2020-07-27,2021-05-25,302
ACC-20450,SITE-2282,cbbc5ccf,Technicolor CGM4231,1084.92,196,-52.9,6.63,2.13,32.28,-83.98,QPSK,Overheating,73,75.1,1.6,2021-08-13,2022-05-01,261
ACC-38874,SITE-7962,f2bc2311,Technicolor CGM4231,444.3,360,-48.3,6.93,2.52,14.26,-100.46,QAM16,Overheating,9,45.5,-3.45,2020-04-22,2021-02-19,303
ACC-90705,SITE-4066,31936491,TP-Link Archer C7,705.24,175,-84.3,5.03,2.91,38.96,-52.46,QPSK,Packet Drops,38,39.6,-6.64,2020-10-06,2021-04-11,187
ACC-37996,SITE-2225,f569f2f3,Motorola MB7621,676.79,71,-64.8,0.06,2.43,19.77,-57.9,QAM16,CRC Errors,51,84.0,-8.62,2022-04-30,2023-02-28,304
ACC-70973,SITE-3147,560ecad5,Netgear CM500,220.27,11,-45.6,8.94,1.31,26.5,-68.65,QAM64,Sync Loss,359,53.9,-2.5,2020-12-03,2021-10-21,322
ACC-39936,SITE-8159,3dbc00f3,TP-Link Archer C7,880.82,215,-72.6,4.01,4.99,35.1,-102.14,QAM256,Signal Fading,19,53.8,-1.29,2021-06-07,2021-06-30,23
ACC-43419,SITE-1789,1c07b656,Netgear CM500,934.38,183,-96.5,6.36,2.1,30.56,-52.76,QAM256,CRC Errors,299,59.2,-7.46,2021-11-09,2022-05-13,185
ACC-12421,SITE-7496,a0371658,Netgear CM500,304.49,256,-82.8,6.61,4.37,29.91,-76.56,QAM64,Packet Drops,61,54.7,-4.11,2022-02-02,2022-03-10,36
ACC-38519,SITE-8071,3fa7dece,Technicolor CGM4231,1081.09,130,-69.2,6.1,3.35,20.86,-59.9,QAM256,CRC Errors,144,54.9,-1.16,2021-07-07,2021-09-25,80
ACC-27613,SITE-9819,f7987517,Arris TG2492,725.96,235,-95.4,8.49,1.74,20.36,-44.07,QAM16,Packet Drops,212,75.5,6.55,2023-01-12,2023-05-10,118
ACC-94798,SITE-1569,18065850,TP-Link Archer C7,668.03,54,-89.0,2.01,2.06,26.58,-82.08,QAM64,Sync Loss,279,45.7,1.3,2023-08-31,2024-02-15,168
ACC-62094,SITE-4388,6648b818,TP-Link Archer C7,373.16,200,-31.3,3.18,0.76,39.47,-83.13,QAM16,Packet Drops,96,62.0,-7.82,2020-04-13,2020-08-13,122
ACC-14245,SITE-2530,117d6a4c,Motorola MB7621,330.36,357,-51.3,7.6,2.82,24.53,-65.57,QAM64,CRC Errors,43,54.8,7.01,2021-02-07,2021-10-05,240
ACC-80219,SITE-8533,12e50c3f,Technicolor CGM4231,642.27,143,-65.4,0.25,1.54,27.13,-117.23,QAM64,Signal Fading,403,84.1,3.0,2023-06-17,2024-02-09,237
ACC-42682,SITE-4144,8d937786,Motorola MB7621,807.08,76,-44.9,5.15,0.72,45.18,-41.81,QAM256,Overheating,413,46.3,1.4,2023-02-09,2023-06-16,127
